"LOCATION","Location","PLASTICS_EOLFATETYPES","Plastic end of life fates","TIME","Time","Value","Flag Codes","Flags"
"CHN1","China","TOTAL","Total","2002","2002",20.837561,,
"CHN1","China","TOTAL","Total","2003","2003",22.903346,,
"CHN1","China","TOTAL","Total","2004","2004",25.273294,,
"CHN1","China","TOTAL","Total","2005","2005",27.441449,,
"CHN1","China","TOTAL","Total","2006","2006",30.098347,,
"CHN1","China","TOTAL","Total","2007","2007",32.954977,,
"CHN1","China","TOTAL","Total","2008","2008",34.46512,,
"CHN1","China","TOTAL","Total","2009","2009",36.891613,,
"CHN1","China","TOTAL","Total","2010","2010",40.528126,,
"CHN1","China","TOTAL","Total","2011","2011",43.707263,,
"CHN1","China","TOTAL","Total","2012","2012",46.537666,,
"CHN1","China","TOTAL","Total","2013","2013",49.317071,,
"CHN1","China","TOTAL","Total","2014","2014",52.700633,,
"CHN1","China","TOTAL","Total","2015","2015",55.753745,,
"CHN1","China","TOTAL","Total","2016","2016",58.393067,,
"CHN1","China","TOTAL","Total","2017","2017",61.162372,,
"CHN1","China","TOTAL","Total","2018","2018",62.392517,,
"CHN1","China","TOTAL","Total","2019","2019",65.438605,,
"IND1","India","REC","Recycled","2000","2000",0.177113,,
"IND1","India","REC","Recycled","2001","2001",0.213219,,
"IND1","India","REC","Recycled","2002","2002",0.25786,,
"IND1","India","REC","Recycled","2003","2003",0.306986,,
"IND1","India","REC","Recycled","2004","2004",0.364581,,
"IND1","India","REC","Recycled","2005","2005",0.424071,,
"IND1","India","REC","Recycled","2006","2006",0.49559,,
"IND1","India","REC","Recycled","2007","2007",0.576077,,
"IND1","India","REC","Recycled","2008","2008",0.639663,,
"IND1","India","REC","Recycled","2009","2009",0.723496,,
"IND1","India","REC","Recycled","2010","2010",0.85249,,
"IND1","India","REC","Recycled","2011","2011",0.985182,,
"IND1","India","REC","Recycled","2012","2012",1.124309,,
"IND1","India","REC","Recycled","2013","2013",1.284454,,
"IND1","India","REC","Recycled","2014","2014",1.457559,,
"IND1","India","REC","Recycled","2015","2015",1.623198,,
"IND1","India","REC","Recycled","2016","2016",1.824238,,
"IND1","India","REC","Recycled","2017","2017",2.039447,,
"IND1","India","REC","Recycled","2018","2018",2.262457,,
"IND1","India","REC","Recycled","2019","2019",2.469077,,
"IND1","India","INC","Incinerated","2000","2000",0.058963,,
"IND1","India","INC","Incinerated","2001","2001",0.069954,,
"IND1","India","INC","Incinerated","2002","2002",0.083581,,
"IND1","India","INC","Incinerated","2003","2003",0.098505,,
"IND1","India","INC","Incinerated","2004","2004",0.116008,,
"IND1","India","INC","Incinerated","2005","2005",0.134074,,
"IND1","India","INC","Incinerated","2006","2006",0.155846,,
"IND1","India","INC","Incinerated","2007","2007",0.180348,,
"IND1","India","INC","Incinerated","2008","2008",0.199765,,
"IND1","India","INC","Incinerated","2009","2009",0.225408,,
"IND1","India","INC","Incinerated","2010","2010",0.264545,,
"IND1","India","INC","Incinerated","2011","2011",0.304838,,
"IND1","India","INC","Incinerated","2012","2012",0.347266,,
"IND1","India","INC","Incinerated","2013","2013",0.396676,,
"IND1","India","INC","Incinerated","2014","2014",0.45036,,
"IND1","India","INC","Incinerated","2015","2015",0.499804,,
"IND1","India","INC","Incinerated","2016","2016",0.561943,,
"IND1","India","INC","Incinerated","2017","2017",0.629297,,
"IND1","India","INC","Incinerated","2018","2018",0.700646,,
"IND1","India","INC","Incinerated","2019","2019",0.770517,,
"IND1","India","LAN","Landfilled","2000","2000",0.87639,,
"IND1","India","LAN","Landfilled","2001","2001",0.99107,,
"IND1","India","LAN","Landfilled","2002","2002",1.132303,,
"IND1","India","LAN","Landfilled","2003","2003",1.280726,,
"IND1","India","LAN","Landfilled","2004","2004",1.451476,,
"IND1","India","LAN","Landfilled","2005","2005",1.619195,,
"IND1","India","LAN","Landfilled","2006","2006",1.82026,,
"IND1","India","LAN","Landfilled","2007","2007",2.041613,,
"IND1","India","LAN","Landfilled","2008","2008",2.199045,,
"IND1","India","LAN","Landfilled","2009","2009",2.415101,,
"IND1","India","LAN","Landfilled","2010","2010",2.75921,,
"IND1","India","LAN","Landfilled","2011","2011",3.101074,,
"IND1","India","LAN","Landfilled","2012","2012",3.45013,,
"IND1","India","LAN","Landfilled","2013","2013",3.853111,,
"IND1","India","LAN","Landfilled","2014","2014",4.283499,,
"IND1","India","LAN","Landfilled","2015","2015",4.662999,,
"IND1","India","LAN","Landfilled","2016","2016",5.145957,,
"IND1","India","LAN","Landfilled","2017","2017",5.66324,,
"IND1","India","LAN","Landfilled","2018","2018",6.200435,,
"IND1","India","LAN","Landfilled","2019","2019",6.720652,,
"IND1","India","MIS","Mismanaged","2000","2000",2.359011,,
"IND1","India","MIS","Mismanaged","2001","2001",2.567475,,
"IND1","India","MIS","Mismanaged","2002","2002",2.822789,,
"IND1","India","MIS","Mismanaged","2003","2003",3.072402,,
"IND1","India","MIS","Mismanaged","2004","2004",3.350256,,
"IND1","India","MIS","Mismanaged","2005","2005",3.595685,,
"IND1","India","MIS","Mismanaged","2006","2006",3.888038,,
"IND1","India","MIS","Mismanaged","2007","2007",4.193827,,
"IND1","India","MIS","Mismanaged","2008","2008",4.344496,,
"IND1","India","MIS","Mismanaged","2009","2009",4.587107,,
"IND1","India","MIS","Mismanaged","2010","2010",5.035518,,
"IND1","India","MIS","Mismanaged","2011","2011",5.436582,,
"IND1","India","MIS","Mismanaged","2012","2012",5.808127,,
"IND1","India","MIS","Mismanaged","2013","2013",6.225948,,
"IND1","India","MIS","Mismanaged","2014","2014",6.64171,,
"IND1","India","MIS","Mismanaged","2015","2015",6.936626,,
"IND1","India","MIS","Mismanaged","2016","2016",7.340763,,
"IND1","India","MIS","Mismanaged","2017","2017",7.743059,,
"IND1","India","MIS","Mismanaged","2018","2018",8.119849,,
"IND1","India","MIS","Mismanaged","2019","2019",8.457541,,
"IND1","India","LIT","Littered","2000","2000",0.020257,,
"IND1","India","LIT","Littered","2001","2001",0.022256,,
"IND1","India","LIT","Littered","2002","2002",0.024798,,
"IND1","India","LIT","Littered","2003","2003",0.027331,,
"IND1","India","LIT","Littered","2004","2004",0.030243,,
"IND1","India","LIT","Littered","2005","2005",0.032885,,
"IND1","India","LIT","Littered","2006","2006",0.036145,,
"IND1","India","LIT","Littered","2007","2007",0.039645,,
"IND1","India","LIT","Littered","2008","2008",0.041358,,
"IND1","India","LIT","Littered","2009","2009",0.044243,,
"IND1","India","LIT","Littered","2010","2010",0.049803,,
"IND1","India","LIT","Littered","2011","2011",0.055028,,
"IND1","India","LIT","Littered","2012","2012",0.060186,,
"IND1","India","LIT","Littered","2013","2013",0.066194,,
"IND1","India","LIT","Littered","2014","2014",0.072188,,
"IND1","India","LIT","Littered","2015","2015",0.076561,,
"IND1","India","LIT","Littered","2016","2016",0.082559,,
"IND1","India","LIT","Littered","2017","2017",0.088648,,
"IND1","India","LIT","Littered","2018","2018",0.094744,,
"IND1","India","LIT","Littered","2019","2019",0.100624,,
"IND1","India","TOTAL","Total","2000","2000",3.491734,,
"IND1","India","TOTAL","Total","2001","2001",3.863973,,
"IND1","India","TOTAL","Total","2002","2002",4.321331,,
"IND1","India","TOTAL","Total","2003","2003",4.78595,,
"IND1","India","TOTAL","Total","2004","2004",5.312565,,
"IND1","India","TOTAL","Total","2005","2005",5.80591,,
"IND1","India","TOTAL","Total","2006","2006",6.395879,,
"IND1","India","TOTAL","Total","2007","2007",7.031509,,
"IND1","India","TOTAL","Total","2008","2008",7.424327,,
"IND1","India","TOTAL","Total","2009","2009",7.995355,,
"IND1","India","TOTAL","Total","2010","2010",8.961566,,
"IND1","India","TOTAL","Total","2011","2011",9.882703,,
"IND1","India","TOTAL","Total","2012","2012",10.790019,,
"IND1","India","TOTAL","Total","2013","2013",11.826383,,
"IND1","India","TOTAL","Total","2014","2014",12.905315,,
"IND1","India","TOTAL","Total","2015","2015",13.799187,,
"IND1","India","TOTAL","Total","2016","2016",14.955459,,
"IND1","India","TOTAL","Total","2017","2017",16.163692,,
"IND1","India","TOTAL","Total","2018","2018",17.37813,,
"IND1","India","TOTAL","Total","2019","2019",18.518411,,
